time,latitude,longitude,depth,mag,nst,gap,dmin,rms,net,id,place,horizontalError,magNst,locationSource
2020-02-16T19:58:03.770Z,17.8438,-66.8548,6,2.63,12,254,0.1335,0.12,pr,pr2020047031,"15km SSE of Guanica, Puerto Rico",0.93,3,pr
2020-02-16T19:42:24.734Z,38.4084,-118.8975,5.9,1.7,6,83.24,0.346,0.1688,nn,nn00717239,"27km WSW of Hawthorne, Nevada",,3,nn
2020-02-16T19:31:56.550Z,35.961,-117.3795,1.14,1.24,15,89,0.1048,0.12,ci,ci39073783,"22km N of Searles Valley, CA",0.3,15,ci
2020-02-16T19:30:43.080Z,35.0436667,-117.656,0.58,1.21,15,117,0.1139,0.19,ci,ci39073775,"5km N of Boron, CA",0.68,15,ci
2020-02-16T19:30:11.927Z,63.342,-149.4668,66.7,1.3,,,,0.27,ak,ak020261r03s,"26km WSW of Cantwell, Alaska",,,ak
2020-02-16T19:07:18.080Z,35.6731667,-117.5193333,7.01,1.3,21,98,0.09821,0.16,ci,ci39073767,"15km SW of Searles Valley, CA",0.29,19,ci
2020-02-16T18:45:14.620Z,19.3466663,-155.1168365,1.14,1.81,37,137,0.03885,0.33,hv,hv71385822,"15km SE of Volcano, Hawaii",0.41,17,hv
2020-02-16T18:42:50.928Z,62.221,-150.3972,63.1,1.2,,,,0.42,ak,ak02026185z9,"18km SW of Talkeetna, Alaska",,,ak
2020-02-16T18:32:22.770Z,38.8323326,-122.8160019,1.48,1.69,33,46,0.01645,0.04,nc,nc73341900,"8km NW of The Geysers, CA",0.17,8,nc
2020-02-16T18:32:00.294Z,17.8626,-66.9125,10,2.7,,228,0.164,0.59,us,us70007rex,"12km S of Guanica, Puerto Rico",1.7,35,us
2020-02-16T18:29:39.180Z,17.957,-66.8536,15,2.33,12,206,0.0314,0.14,pr,pr2020047030,"4km ESE of Maria Antonia, Puerto Rico",0.75,7,pr
2020-02-16T18:14:19.960Z,19.1975002,-155.4633331,35.04,2.04,34,195,0.0608,0.1,hv,hv71385782,"1km ESE of Pahala, Hawaii",0.61,7,hv
2020-02-16T18:11:56.850Z,62.0544,-151.3761,13.8,1.3,,,,0.88,ak,ak0202611lcr,"72km WSW of Talkeetna, Alaska",,,ak
2020-02-16T18:02:15.605Z,38.5411,44.3777,10,4.7,,74,1.06,1.06,us,us70007rei,"21km ESE of Saray, Turkey",5.1,83,us
2020-02-16T18:00:24.470Z,60.0862,-152.572,95.5,1.3,,,,0.43,ak,ak020260z5ze,"45km SSE of Redoubt Volcano, Alaska",,,ak
2020-02-16T17:58:36.720Z,36.0536652,-120.6326675,4.17,1.44,20,172,0.07592,0.08,nc,nc73341885,"25km E of San Ardo, CA",0.6,8,nc
2020-02-16T17:52:32.280Z,34.164,-117.7293333,7.88,1.64,53,22,0.08714,0.21,ci,ci39073751,"8km N of Claremont, CA",0.23,24,ci
2020-02-16T17:49:48.560Z,19.1945,-155.4420013,36.7,2.03,41,193,0.05999,0.12,hv,hv71385752,"4km ESE of Pahala, Hawaii",0.74,8,hv
2020-02-16T17:41:49.433Z,31.6027,-103.984,5,2.9,,54,0.252,0.98,us,us70007re5,"38km WSW of Mentone, Texas",1.1,42,us
2020-02-16T17:39:25.100Z,36.0656667,-117.638,2.3,1.08,14,83,0.1108,0.09,ci,ci39073743,"28km E of Coso Junction, CA",0.17,12,ci
2020-02-16T17:39:06.090Z,17.8575,-66.841,9,1.79,7,251,0.1236,0.07,pr,pr2020047029,"14km SSE of Guanica, Puerto Rico",0.58,3,pr
2020-02-16T17:36:11.430Z,38.3696,-118.9091,5.7,1.4,5,80.05,0.339,0.1071,nn,nn00717238,"30km SW of Hawthorne, Nevada",,3,nn
2020-02-16T17:32:08.430Z,17.9338,-66.9716,10,1.87,7,235,0.1012,0.09,pr,pr2020047027,"7km WSW of Guanica, Puerto Rico",0.75,5,pr
2020-02-16T17:26:48.700Z,36.52566667,-98.99433333,7.49,1.77,40,105,0.044991171,0.13,ok,ok2020dhjr,"21km ENE of Mooreland, Oklahoma",,13,ok
2020-02-16T17:21:48.352Z,14.1977,53.2889,10,4.3,,95,18.875,1.11,us,us70007rdv,"168km N of Qulansiyah, Yemen",12.3,18,us
2020-02-16T17:18:29.630Z,17.9283,-66.8181,10,2.43,12,213,0.077,0.14,pr,pr2020047028,"7km S of Indios, Puerto Rico",0.87,6,pr
2020-02-16T17:12:28.220Z,17.7718,-66.9055,4,2.27,8,252,0.205,0.23,pr,pr2020047026,"22km S of Guanica, Puerto Rico",1.15,2,pr
2020-02-16T16:56:51.730Z,17.94,-66.8318,12,2.96,12,210,0.059,0.2,pr,pr2020047025,"0km NNW of Indios, Puerto Rico",1.13,8,pr
2020-02-16T16:56:13.685Z,17.9437,-66.589,9.76,2.6,,191,0.084,0.23,us,us70007rd9,"7km SSE of Ponce, Puerto Rico",1.3,35,us
2020-02-16T16:44:34.312Z,60.2936,-152.2531,86,1.5,,,,0.49,ak,ak0202601r1k,"34km SE of Redoubt Volcano, Alaska",,,ak
2020-02-16T16:40:33.303Z,38.2572,38.6898,6.99,4,,109,0.879,0.47,us,us70007rd4,"18km SSW of Kale, Turkey",4.3,4,us
2020-02-16T16:33:29.460Z,17.9101,-66.8671,10,2.96,12,220,0.0661,0.1,pr,pr2020047024,"7km SSE of Maria Antonia, Puerto Rico",0.7,7,pr
2020-02-16T16:32:07.753Z,61.3968,-146.8041,18.5,1.8,,,,0.82,ak,ak02025zz4ef,"38km NW of Valdez, Alaska",,,ak
2020-02-16T16:22:39.790Z,17.8233,-66.8326,11,1.96,5,261,0.1588,0.16,pr,pr2020047022,"18km SSE of Guanica, Puerto Rico",1.79,2,pr
2020-02-16T16:15:34.858Z,60.2925,-141.2407,7.4,2.1,,,,0.73,ak,ak02025zvja9,"70km ENE of Cape Yakataga, Alaska",,,ak
2020-02-16T16:14:54.020Z,17.7656,-66.8705,5,3.15,12,249,0.2097,0.29,pr,pr2020047021,"23km S of Guanica, Puerto Rico",1.31,7,pr
2020-02-16T16:14:12.860Z,61.1523,-150.9144,51.5,1.2,,,,0.58,ak,ak02025zv9wo,"55km W of Anchorage, Alaska",,,ak
2020-02-16T16:10:13.720Z,19.2129993,-155.4098358,30.99,2.12,25,161,0.02702,0.15,hv,hv71385677,"7km E of Pahala, Hawaii",0.73,3,hv
2020-02-16T16:05:28.970Z,38.8128319,-122.8073349,2.12,1.13,28,43,0.01058,0.02,nc,nc73341845,"6km NW of The Geysers, CA",0.19,4,nc
2020-02-16T16:02:53.246Z,59.8283,-151.73,63.8,1.2,,,,0.21,ak,ak02025zsq45,"8km NE of Anchor Point, Alaska",,,ak
2020-02-16T15:36:55.880Z,37.7895012,-122.1695023,8.36,1.57,20,67,0.01019,0.08,nc,nc73341830,"5km E of Oakland, CA",0.28,20,nc
2020-02-16T15:32:48.070Z,-15.2185,-173.9491,99.53,4.6,,77,2.473,0.45,us,us70007rcq,"83km NNW of Hihifo, Tonga",11.3,59,us
2020-02-16T15:14:30.890Z,34.163,-117.7275,7.29,1.62,54,28,0.08533,0.24,ci,ci39073687,"7km N of Claremont, CA",0.24,26,ci
2020-02-16T15:10:09.230Z,35.5073333,-118.3281667,3.52,1.15,16,86,0.156,0.14,ci,ci39073671,"17km ESE of Bodfish, CA",0.26,13,ci
2020-02-16T14:49:03.640Z,47.7468333,-113.7566667,9.7,1.03,12,212,0.208,0.06,mb,mb80381999,"31km E of Polson, Montana",0.62,2,mb
2020-02-16T14:43:08.400Z,35.644,-117.439,10.32,1.95,24,96,0.1334,0.18,ci,ci39073655,"14km SSW of Searles Valley, CA",0.36,25,ci
2020-02-16T14:29:38.229Z,61.7389,-145.1257,42.5,1.8,,,,0.37,ak,ak02025yrodm,"44km NW of Chitina, Alaska",,,ak
2020-02-16T14:26:02.630Z,19.2026672,-155.4716644,34.62,2.05,28,199,0.05229,0.16,hv,hv71385597,"0km ESE of Pahala, Hawaii",0.67,3,hv
2020-02-16T14:09:25.340Z,35.9728333,-117.4666667,2.05,1.51,20,72,0.1157,0.16,ci,ci39073647,"24km NNW of Searles Valley, CA",0.35,21,ci
2020-02-16T14:08:44.288Z,62.8535,-151.1772,101.7,1.4,,,,0.08,ak,ak02025yn6to,"80km NW of Talkeetna, Alaska",,,ak
2020-02-16T13:51:22.610Z,-30.978,-69.2736,120.37,4.2,,137,0.758,0.74,us,us70007rbt,"41km NNE of Calingasta, Argentina",8.2,64,us
2020-02-16T13:48:04.150Z,17.8483,-66.8665,13,2.37,7,254,0.1274,0.09,pr,pr2020047019,"14km SSE of Guanica, Puerto Rico",1.07,4,pr
2020-02-16T13:28:35.370Z,33.674,-117.3755,7.67,0.98,29,61,0.04894,0.16,ci,ci39073623,"4km W of Lake Elsinore, CA",0.23,25,ci
2020-02-16T13:27:33.133Z,41.7861,-126.0855,10,2.9,,244,1.45,0.67,us,us70007rbc,"152km W of Brookings, Oregon",9.4,59,us
2020-02-16T13:24:52.590Z,36.3361664,-120.4091644,19.74,2.43,25,93,0.2357,0.16,nc,nc73341800,"21km SSW of Cantua Creek, CA",0.41,14,nc
2020-02-16T13:24:08.460Z,36.532,-98.983,7.69,1.5,29,125,0.050390112,0.12,ok,ok2020dhbr,"22km ENE of Mooreland, Oklahoma",,13,ok
2020-02-16T13:23:25.266Z,62.4944,-151.0883,86.9,1.7,,,,0.39,ak,ak02025y4xhf,"54km WNW of Talkeetna, Alaska",,,ak
2020-02-16T13:22:44.310Z,17.929,-66.9523,11,2.69,12,228,0.0864,0.09,pr,pr2020047018,"6km SSW of Guanica, Puerto Rico",0.82,3,pr
2020-02-16T13:16:30.540Z,35.6718333,-117.4636667,9.12,0.97,15,168,0.08516,0.18,ci,ci39073599,"12km SSW of Searles Valley, CA",0.63,10,ci
2020-02-16T13:14:28.050Z,36.53183333,-98.98416667,7.65,1.73,37,125,0.049490288,0.09,ok,ok2020dhbi,"22km ENE of Mooreland, Oklahoma",,15,ok
2020-02-16T13:07:59.842Z,50.9638,-179.2999,0.3,2.2,1000010,,,0.79,ak,ak02025y1nwv,"35km SSW of Amatignak Island, Alaska",,,ak
2020-02-16T13:07:35.429Z,36.5345,-98.9805,7.71,1.99,51,55,0.051289935,0.13,ok,ok2020dhbd,"22km ENE of Mooreland, Oklahoma",,20,ok
2020-02-16T13:05:06.418Z,64.5874,-148.0052,11.6,1,,,,0.66,ak,ak02025y1160,"28km S of Ester, Alaska",,,ak
2020-02-16T12:52:05.570Z,33.4861667,-116.7933333,6.31,1.89,73,27,0.02678,0.22,ci,ci39073575,"8km NE of Aguanga, CA",0.2,26,ci
2020-02-16T12:31:03.949Z,65.028,-146.6989,4.3,1.3,,,,0.59,ak,ak02025xl5yo,"43km NE of North Pole, Alaska",,,ak
2020-02-16T12:30:47.634Z,27.142,55.7493,10,5.5,,75,8.879,0.87,us,us70007rb0,"52km W of Bandar 'Abbas, Iran",8.4,10,us
2020-02-16T12:24:54.326Z,27.2948,55.7733,10,4.6,,237,8.992,0.87,us,us70007raz,"51km WNW of Bandar 'Abbas, Iran",12.3,47,us
2020-02-16T12:21:54.001Z,27.2021,55.8241,10,4.1,,256,11.704,0.45,us,us70007ray,"45km W of Bandar 'Abbas, Iran",13.3,21,us
2020-02-16T12:16:39.430Z,35.8413333,-117.6705,3.12,1.54,21,50,0.06458,0.19,ci,ci39073551,"24km ESE of Little Lake, CA",0.28,26,ci
2020-02-16T12:15:28.210Z,17.942,-67.0398,3,2.85,12,236,0.095,0.13,pr,pr2020047017,"3km S of La Parguera, Puerto Rico",0.67,7,pr
2020-02-16T12:15:12.115Z,64.9062,-150.3034,8.4,1.5,,,,0.88,ak,ak02025xhr56,"18km SE of Manley Hot Springs, Alaska",,,ak
2020-02-16T12:08:39.775Z,62.3445,-151.1743,78.8,1.9,,,,0.39,ak,ak02025xgb98,"55km W of Talkeetna, Alaska",,,ak
2020-02-16T12:05:34.801Z,63.249,-149.3029,90.4,1.2,,,,0.48,ak,ak02025xfnze,"23km SW of Cantwell, Alaska",,,ak
2020-02-16T11:58:58.070Z,17.9418,-66.9765,9,2.42,6,223,0.1028,0.11,pr,pr2020047015,"7km WSW of Guanica, Puerto Rico",0.65,1,pr
2020-02-16T11:52:30.860Z,35.6418333,-117.4431667,7.4,1.62,27,67,0.05735,0.17,ci,ci39073527,"14km SSW of Searles Valley, CA",0.32,25,ci
2020-02-16T11:50:08.350Z,17.9338,-66.8463,12,2.82,12,213,0.0528,0.12,pr,pr2020047014,"6km SE of Maria Antonia, Puerto Rico",0.84,6,pr
2020-02-16T11:48:06.107Z,61.6208,-149.7661,44.7,1.6,,,,0.44,ak,ak02025x3dpe,"2km ESE of Houston, Alaska",,,ak
2020-02-16T11:45:03.880Z,17.7598,-66.8658,6,2.15,10,249,0.2157,0.15,pr,pr2020047013,"23km S of Guanica, Puerto Rico",0.82,0,pr
2020-02-16T11:43:03.414Z,61.1902,-151.188,66.9,1.2,,,,0.81,ak,ak02025x2ax1,"55km N of Nikiski, Alaska",,,ak
2020-02-16T11:33:48.120Z,35.6288333,-118.4411667,15.28,1.04,13,85,0.04317,0.25,ci,ci39073511,"3km ENE of Lake Isabella, CA",0.69,11,ci
2020-02-16T11:30:20.399Z,36.44483333,-96.89033333,5.69,1.03,38,76,0.03689276,0.21,ok,ok2020dgxx,"14km NNW of Pawnee, Oklahoma",,9,ok
2020-02-16T11:29:51.125Z,59.3881,-152.5715,72.8,1.4,,,,0.34,ak,ak02025wzeki,"60km SW of Anchor Point, Alaska",,,ak
2020-02-16T11:28:57.820Z,17.8336,-66.8855,9,2.51,11,241,0.1416,0.07,pr,pr2020047012,"15km S of Guanica, Puerto Rico",0.58,6,pr
2020-02-16T11:20:48.330Z,17.9401,-66.9741,9,2.18,8,230,0.1011,0.1,pr,pr2020047016,"7km WSW of Guanica, Puerto Rico",0.65,5,pr
2020-02-16T11:18:28.940Z,35.93616667,-96.7335,6.14,1.03,35,87,0.080084285,0.21,ok,ok2020dgxn,"6km SSE of Cushing, Oklahoma",,7,ok
2020-02-16T11:18:12.996Z,28.6017,142.6901,10,4.9,,136,1.565,0.76,us,us70007rab,"174km NNE of Chichi-shima, Japan",8.9,44,us
2020-02-16T11:15:59.370Z,17.8498,-66.8903,9,3.16,12,253,0.1258,0.05,pr,pr2020047020,"6km SSE of Guanica, Puerto Rico",0.74,6,pr
2020-02-16T11:11:38.990Z,18.0153,-66.7881,16,2.58,9,165,0.0996,0.14,pr,pr2020047011,"0km SE of Guayanilla, Puerto Rico",1.07,4,pr
2020-02-16T11:11:11.049Z,63.3526,-145.5032,0,1.6,,,,0.5,ak,ak02025wvgla,"59km SSW of Deltana, Alaska",,,ak
2020-02-16T11:08:25.980Z,33.4658333,-116.4535,0.21,1.22,45,64,0.112,0.22,ci,ci39073503,"23km ESE of Anza, CA",0.23,27,ci
2020-02-16T10:28:45.759Z,36.45416667,-98.7755,8.46,1.89,51,74,0.020695939,0.16,ok,ok2020dgvw,"33km NW of Fairview, Oklahoma",,18,ok
2020-02-16T10:25:33.250Z,19.2008343,-155.4179993,32.7,1.85,33,157,0.0413,0.12,hv,hv71385482,"6km E of Pahala, Hawaii",0.94,3,hv
2020-02-16T09:40:00.520Z,38.8373337,-122.8376694,1.3,1.52,22,80,0.002116,0.03,nc,nc73341740,"10km NW of The Geysers, CA",0.2,3,nc
2020-02-16T09:20:41.490Z,32.8983333,-115.5031667,6.08,1.36,15,66,0.04851,0.17,ci,ci39073455,"8km NE of Imperial, CA",0.38,23,ci
2020-02-16T09:16:21.850Z,33.4636667,-116.4528333,0,1.54,55,29,0.1141,0.23,ci,ci39073431,"23km ESE of Anza, CA",0.24,27,ci
2020-02-16T09:12:06.580Z,17.9063,-66.7991,10,2.19,10,218,0.1056,0.06,pr,pr2020047010,"9km SSE of Indios, Puerto Rico",0.64,0,pr
2020-02-16T09:09:37.480Z,32.9018333,-115.5046667,5.52,1.46,19,51,0.04715,0.22,ci,ci39073415,"8km NE of Imperial, CA",0.43,27,ci
2020-02-16T09:01:35.460Z,34.9595,-97.71083333,7.09,1.91,86,35,0.115177398,0.32,ok,ok2020dgta,"17km NW of Lindsay, Oklahoma",,29,ok
2020-02-16T08:56:02.120Z,19.2128334,-155.4349976,34.39,1.91,42,134,0.0431,0.12,hv,hv71385447,"4km E of Pahala, Hawaii",0.68,12,hv
2020-02-16T08:45:50.720Z,17.8328,-66.8781,6,2.88,11,241,0.1423,0.1,pr,pr2020047008,"25km S of Guanica, Puerto Rico",0.62,6,pr
2020-02-16T08:45:20.041Z,61.3053,-150.0567,41.2,1.3,,,,0.37,ak,ak02025vagtg,"12km NW of Anchorage, Alaska",,,ak
2020-02-16T08:40:24.950Z,47.2256667,-113.2126667,17.22,0.95,15,164,0.147,0.15,mb,mb80381984,"21km ENE of Seeley Lake, Montana",0.68,13,mb
2020-02-16T08:31:39.490Z,19.1993332,-155.4366608,33.28,2.14,41,142,0.04988,0.12,hv,hv71385437,"4km E of Pahala, Hawaii",0.63,20,hv
2020-02-16T08:28:35.440Z,17.867,-66.8356,9,2.49,9,230,0.1166,0.08,pr,pr2020047009,"13km SSE of Guanica, Puerto Rico",0.49,5,pr
2020-02-16T08:18:38.660Z,17.9256,-66.7975,7,2.82,9,210,0.0955,0.18,pr,pr2020047007,"12km SSE of Indios, Puerto Rico",1.2,6,pr
2020-02-16T08:10:50.252Z,61.4027,-150.0825,39.9,1.4,,,,0.64,ak,ak02025v3133,"14km SSW of Big Lake, Alaska",,,ak
2020-02-16T08:04:00.470Z,17.8461,-66.8356,5,2.93,11,235,0.1362,0.07,pr,pr2020047006,"17km SSE of Guanica, Puerto Rico",0.66,6,pr
2020-02-16T07:58:01.120Z,35.813,-117.645,7.36,1.1,20,60,0.0387,0.15,ci,ci39073383,"22km N of Ridgecrest, CA",0.27,14,ci
2020-02-16T07:45:28.619Z,63.8332,-148.6512,108.4,1.3,,,,0.67,ak,ak02025up1w1,"15km E of Healy, Alaska",,,ak
2020-02-16T07:43:03.080Z,38.8313332,-122.8193359,1.56,1.24,27,51,0.01073,0.02,nc,nc73341710,"8km NW of The Geysers, CA",0.18,4,nc
2020-02-16T07:36:31.560Z,36.2136667,-117.8905,1.11,0.98,10,110,0.1001,0.19,ci,ci39073375,"13km SE of Olancha, CA",0.64,8,ci
2020-02-16T07:35:39.035Z,49.4132,155.6615,59.56,5.1,,118,3.915,1.47,us,us70007r85,"144km SSW of Severo-Kuril'sk, Russia",7.4,15,us
2020-02-16T07:28:33.140Z,35.94466667,-97.30833333,7.17,1.69,58,53,0,0.23,ok,ok2020dgpy,"4km W of Langston, Oklahoma",,5,ok
2020-02-16T07:22:12.070Z,33.158,-116.4041667,13.24,1.13,37,48,0.1104,0.2,ci,ci39073367,"11km SSW of Borrego Springs, CA",0.27,29,ci
2020-02-16T07:06:49.340Z,38.8183327,-122.8131638,2,1.14,26,43,0.005602,0.02,nc,nc73341705,"7km NW of The Geysers, CA",0.2,4,nc
2020-02-16T07:00:59.283Z,61.4524,-151.6043,75.6,1.2,,,,0.56,ak,ak02025ufh0m,"86km N of Nikiski, Alaska",,,ak
2020-02-16T06:48:11.950Z,35.0043333,-118.8791667,12.12,2.05,36,28,0.09563,0.28,ci,ci39073359,"8km NE of Grapevine, CA",0.42,28,ci
2020-02-16T06:31:11.012Z,64.6232,-147.7139,14.4,1.2,,,,0.49,ak,ak02025u0kw8,"21km SSW of Badger, Alaska",,,ak
2020-02-16T06:30:04.200Z,37.605999,-118.9875031,-0.58,1.08,13,194,0.02467,0.04,nc,nc73341695,"4km SSW of Mammoth Lakes, CA",0.39,10,nc
2020-02-16T05:59:39.400Z,33.7525,-116.0398333,0.79,1.04,19,118,0.1056,0.29,ci,ci39073327,"15km ENE of Coachella, CA",0.49,20,ci
2020-02-16T05:54:11.149Z,66.6029,-150.4538,11.4,1.8,,,,1.23,ak,ak02025tk2re,"73km S of Coldfoot, Alaska",,,ak
2020-02-16T05:32:33.160Z,35.644,-117.4673333,4.44,2.04,28,91,0.1454,0.13,ci,ci39073295,"15km SSW of Searles Valley, CA",0.25,24,ci
2020-02-16T05:30:52.300Z,62.5681,-152.0618,3.7,1.7,,,,0.61,ak,ak02025tf0u3,"104km WNW of Talkeetna, Alaska",,,ak
2020-02-16T05:21:09.767Z,61.6713,-148.8196,32.9,1.6,,,,0.86,ak,ak02025td00j,"8km NE of Lazy Mountain, Alaska",,,ak
2020-02-16T05:00:02.800Z,19.1948338,-155.4498291,36.98,2.17,54,124,0.0409,0.11,hv,hv71385267,"3km ESE of Pahala, Hawaii",0.59,20,hv
2020-02-16T04:52:50.520Z,18.8238335,-155.1239929,7.77,2.27,14,290,0.4595,0.23,hv,hv71385257,"56km SE of Pahala, Hawaii",3.1,3,hv
2020-02-16T04:32:53.767Z,60.3879,-151.183,34.3,1.5,,,,0.27,ak,ak02025su0ow,"6km ESE of Kalifornsky, Alaska",,,ak
2020-02-16T04:24:05.980Z,32.91,-115.5063333,6.44,1.35,15,62,0.04653,0.16,ci,ci39073263,"8km SSE of Brawley, CA",0.36,19,ci
2020-02-16T04:23:20.780Z,32.9043333,-115.5075,7.15,1.3,11,119,0.04485,0.11,ci,ci39073255,"8km SSE of Brawley, CA",0.43,16,ci
2020-02-16T04:20:11.530Z,17.8986,-66.9356,15,2.21,12,238,0.095,0.09,pr,pr2020047005,"10km SSW of Guanica, Puerto Rico",0.72,0,pr
2020-02-16T04:19:40.660Z,19.1766663,-155.4521637,37.19,1.76,25,204,0.08394,0.19,hv,hv71385212,"4km SE of Pahala, Hawaii",0.98,3,hv
2020-02-16T04:10:20.592Z,13.6619,-92.8163,10,4.4,,251,1.385,1.08,us,us70007r64,"115km SW of Ocos, Guatemala",10.5,85,us
2020-02-16T03:59:09.040Z,33.4943333,-116.4875,12.34,1.38,37,57,0.07273,0.27,ci,ci39073239,"18km ESE of Anza, CA",0.38,28,ci
2020-02-16T03:55:22.700Z,17.8838,-66.8498,12,2.48,11,226,0.0959,0.18,pr,pr2020047004,"11km SSE of Guanica, Puerto Rico",0.95,8,pr
2020-02-16T03:51:15.590Z,40.5615005,-124.9778366,0.49,2.79,38,276,0.5564,0.18,nc,nc73341670,"60km W of Ferndale, CA",3.08,12,nc
2020-02-16T03:48:33.660Z,17.9405,-66.9541,10,2.23,11,222,0.0825,0.11,pr,pr2020047003,"5km SW of Guanica, Puerto Rico",0.78,6,pr
2020-02-16T03:47:49.034Z,-30.9264,-65.3199,188.69,4.3,,140,2.947,0.87,us,us70007r5s,"31km WSW of Villa de Soto, Argentina",10.9,7,us
2020-02-16T03:30:42.010Z,19.1566658,-155.4648285,33.75,2.03,43,167,0.002851,0.13,hv,hv71385157,"5km SSE of Pahala, Hawaii",0.68,18,hv
2020-02-16T03:25:13.622Z,64.476,-146.8601,2.4,1.4,,,,0.45,ak,ak02025s6zut,"5km SSE of Salcha, Alaska",,,ak
2020-02-16T03:19:10.529Z,61.4996,-146.4739,27.1,1.6,,,,0.74,ak,ak02025s5pfw,"41km N of Valdez, Alaska",,,ak
2020-02-16T02:45:58.620Z,34.338,-118.2233333,7.89,1.39,27,36,0.07975,0.14,ci,ci39073183,"11km NE of Sunland, CA",0.24,29,ci
2020-02-16T02:36:41.870Z,38.7541656,-122.7314987,1.22,1.51,9,201,0.009052,0.03,nc,nc73341665,"3km SE of The Geysers, CA",0.81,1,nc
2020-02-16T02:33:53.660Z,33.4891667,-116.4933333,11.65,1.08,31,61,0.07507,0.18,ci,ci39073175,"18km ESE of Anza, CA",0.24,26,ci
2020-02-16T02:23:58.430Z,35.5976667,-117.3878333,10.57,1.24,14,117,0.075,0.22,ci,ci39073159,"18km S of Trona, CA",0.51,16,ci
2020-02-16T02:22:32.220Z,17.9538,-66.9996,12,2.5,12,218,0.1219,0.12,pr,pr2020047002,"6km ENE of La Parguera, Puerto Rico",0.72,7,pr
2020-02-16T02:15:20.890Z,36.26633333,-97.71183333,7.08,2.28,87,34,0,0.18,ok,ok2020dgfp,"16km E of Waukomis, Oklahoma",,35,ok
2020-02-16T02:07:39.570Z,19.2171669,-155.4013367,32.69,2.25,55,149,0.02055,0.12,hv,hv71385097,"6km NE of Pahala, Hawaii",0.49,9,hv
2020-02-16T02:06:58.471Z,61.721,-148.0013,21.1,2.1,,,,0.81,ak,ak02025rhl6j,"45km E of Sutton-Alpine, Alaska",,,ak
2020-02-16T01:46:54.070Z,35.9765,-117.5093333,2.49,1.2,23,60,0.08529,0.2,ci,ci39073135,"25km NNW of Searles Valley, CA",0.3,16,ci
2020-02-16T01:41:33.420Z,34.1641667,-117.7306667,8.04,2.07,73,28,0.08819,0.23,ci,ci39073119,"8km N of Claremont, CA",0.2,28,ci
2020-02-16T01:41:17.480Z,36.0321655,-121.0351639,9.16,1.78,12,194,0.1185,0.04,nc,nc73341660,"11km S of San Lucas, CA",1.01,5,nc
2020-02-16T01:38:22.220Z,17.9733,-66.7275,11,2.27,12,193,0.1398,0.21,pr,pr2020047001,"2km SSW of Tallaboa, Puerto Rico",0.93,7,pr
2020-02-16T01:13:25.520Z,19.2283325,-155.4061737,33.09,2.23,57,140,0.01226,0.14,hv,hv71385022,"8km NE of Pahala, Hawaii",0.51,9,hv
2020-02-16T01:08:13.010Z,38.8025017,-122.822998,2.17,1.13,28,77,0.007983,0.03,nc,nc73341645,"6km WNW of The Geysers, CA",0.2,4,nc
2020-02-16T01:04:56.560Z,17.8463,-66.8395,6,2.34,12,235,0.1348,0.17,pr,pr2020047000,"15km SSE of Guanica, Puerto Rico",0.9,5,pr
2020-02-16T01:00:05.572Z,36.9821,-113.4934,7.4,2.2,12,133.15,0.202,0.2625,nn,nn00717191,"15km SSE of Saint George, Utah",,5,nn
2020-02-16T00:52:35.885Z,64.3078,-148.0141,18.6,1.1,,,,0.55,ak,ak02025qkj7r,"58km SSW of North Pole, Alaska",,,ak
2020-02-16T00:46:55.836Z,59.9683,-152.7853,92.6,1.5,,,,0.48,ak,ak02025qjafn,"57km WNW of Anchor Point, Alaska",,,ak
2020-02-16T00:30:44.910Z,35.8828333,-117.6825,3.37,0.97,16,83,0.06997,0.16,ci,ci39073071,"21km ESE of Little Lake, CA",0.27,13,ci
2020-02-16T00:21:50.920Z,36.0213333,-117.3868333,3.61,1.78,27,77,0.09053,0.17,ci,ci39073063,"28km N of Searles Valley, CA",0.28,26,ci
2020-02-15T23:59:55.339Z,55.8565,162.5189,34.12,4.5,,137,3.627,0.56,us,us70007r42,"41km S of Ust'-Kamchatsk Staryy, Russia",9.9,89,us
2020-02-15T23:56:19.570Z,36.0211667,-117.3878333,2.88,1.85,26,77,0.08986,0.15,ci,ci39073055,"28km N of Searles Valley, CA",0.27,25,ci
2020-02-15T23:47:56.370Z,35.8165,-117.6473333,6.11,1.06,21,63,0.0405,0.13,ci,ci39073047,"22km N of Ridgecrest, CA",0.21,15,ci
2020-02-15T23:39:13.443Z,64.934,-149.1765,19,2,,,,0.73,ak,ak02024gnblf,"39km N of North Nenana, Alaska",,,ak
2020-02-15T23:34:12.225Z,64.8827,-150.2042,25.7,1.6,,,,1.01,ak,ak02024gm8x7,"24km ESE of Manley Hot Springs, Alaska",,,ak
2020-02-15T23:27:00.600Z,17.9335,-66.5951,5,2.58,12,206,0.1099,0.14,pr,pr2020046042,"5km SSE of Ponce, Puerto Rico",0.62,7,pr
2020-02-15T23:11:43.530Z,19.2019997,-155.449173,34.3,2.01,39,194,0.06026,0.11,hv,hv71384857,"3km E of Pahala, Hawaii",0.67,6,hv
2020-02-15T23:00:28.242Z,-3.3946,131.4798,18.8,5.6,,20,0.901,1.25,us,us70007r1x,"278km S of Sorong, Indonesia",6.2,21,us
